SALEDATE,WHSALNAME,CMPNAME,LARGENAME_API,MIDNAME_API,SMALLNAME,AVGAMT,STD,TOTQTY,MY_TARGET_ITEM_NAME,MY_TARGET_LARGENAME,MY_TARGET_MIDNAME,WHSALCD
20250509,광주각화,광주중앙청과㈜,근채류,무,봄무,15933.333,20.000kg파렛트,14440.000,무,근채류,무,240001
20250509,광주각화,광주원협(공),근채류,무,봄무,8000.000,20.000kg상자,340.000,무,근채류,무,240001
20250509,광주각화,광주원협(공),근채류,무,봄무,7000.000,20.000kg상자,620.000,무,근채류,무,240001
20250509,광주각화,광주원협(공),근채류,무,봄무,5000.000,20.000kg상자,140.000,무,근채류,무,240001
20250509,광주각화,광주청과㈜,근채류,무,기타무,22500.000,20.000kg그물망,10720.000,무,근채류,무,240001
20250509,광주각화,광주중앙청과㈜,근채류,무,봄무,15933.333,20.000kg파렛트,14440.000,무,근채류,무,240001
20250510,광주각화,광주청과㈜,근채류,무,다발무,3500.000,7.000kg단,700.000,무,근채류,무,240001
20250510,광주각화,광주중앙청과㈜,근채류,무,봄무,2150.000,7.000kg파렛트,910.000,무,근채류,무,240001
20250510,광주각화,광주청과㈜,근채류,무,기타무,12700.000,4.000kg파렛트,120.000,무,근채류,무,240001
20250510,광주각화,광주청과㈜,근채류,무,기타무,12800.000,4.000kg파렛트,44.000,무,근채류,무,240001
20250512,광주각화,광주중앙청과㈜,근채류,무,봄무,17857.143,20.000kg파렛트,7520.000,무,근채류,무,240001
20250512,광주각화,광주중앙청과㈜,근채류,무,봄무,22050.000,20.000kg파렛트,20520.000,무,근채류,무,240001
20250512,광주각화,광주중앙청과㈜,근채류,무,봄무,17142.857,20.000kg파렛트,7520.000,무,근채류,무,240001
20250512,광주각화,광주중앙청과㈜,근채류,무,세척무,17000.000,20.000kg파렛트,5820.000,무,근채류,무,240001
20250512,광주각화,광주청과㈜,근채류,무,기타무,15375.000,20.000kg파렛트,8440.000,무,근채류,무,240001
20250512,광주각화,광주중앙청과㈜,근채류,무,봄무,17857.143,20.000kg파렛트,7520.000,무,근채류,무,240001
20250512,광주각화,광주중앙청과㈜,근채류,무,봄무,22050.000,20.000kg파렛트,20520.000,무,근채류,무,240001
20250512,광주각화,광주중앙청과㈜,근채류,무,봄무,17142.857,20.000kg파렛트,7520.000,무,근채류,무,240001
20250512,광주각화,광주중앙청과㈜,근채류,무,세척무,17000.000,20.000kg파렛트,5820.000,무,근채류,무,240001
20250512,광주각화,광주청과㈜,근채류,무,기타무,15375.000,20.000kg파렛트,8440.000,무,근채류,무,240001
20250513,광주각화,광주원협(공),근채류,무,세척무,14230.769,20.000kg파렛트,14040.000,무,근채류,무,240001
20250513,광주각화,광주원협(공),근채류,무,세척무,12000.000,20.000kg파렛트,1080.000,무,근채류,무,240001
20250513,광주각화,광주원협(공),근채류,무,세척무,15000.000,20.000kg파렛트,1080.000,무,근채류,무,240001
20250513,광주각화,광주원협(공),근채류,무,세척무,14000.000,20.000kg파렛트,1080.000,무,근채류,무,240001
20250513,광주각화,광주원협(공),근채류,무,세척무,14000.000,20.000kg파렛트,1080.000,무,근채류,무,240001
20250513,광주각화,광주원협(공),근채류,무,세척무,14230.769,20.000kg파렛트,14040.000,무,근채류,무,240001
20250513,광주각화,광주원협(공),근채류,무,세척무,12000.000,20.000kg파렛트,1080.000,무,근채류,무,240001
20250513,광주각화,광주원협(공),근채류,무,세척무,15000.000,20.000kg파렛트,1080.000,무,근채류,무,240001
20250513,광주각화,광주원협(공),근채류,무,세척무,14000.000,20.000kg파렛트,1080.000,무,근채류,무,240001
20250513,광주각화,광주원협(공),근채류,무,세척무,14000.000,20.000kg파렛트,1080.000,무,근채류,무,240001
20250514,광주각화,광주원협(공),근채류,무,세척무,10500.000,20.000kg파렛트,9720.000,무,근채류,무,240001
20250514,광주각화,광주중앙청과㈜,근채류,무,봄무,9000.000,20.000kg파렛트,3980.000,무,근채류,무,240001
20250514,광주각화,광주중앙청과㈜,근채류,무,세척무,14187.500,20.000kg파렛트,15500.000,무,근채류,무,240001
20250514,광주각화,광주원협(공),근채류,무,세척무,5000.000,20.000kg상자,360.000,무,근채류,무,240001
20250514,광주각화,광주원협(공),근채류,무,세척무,5000.000,20.000kg상자,400.000,무,근채류,무,240001
20250514,광주각화,광주원협(공),근채류,무,세척무,10500.000,20.000kg파렛트,9720.000,무,근채류,무,240001
20250514,광주각화,광주중앙청과㈜,근채류,무,봄무,9000.000,20.000kg파렛트,3980.000,무,근채류,무,240001
20250514,광주각화,광주중앙청과㈜,근채류,무,세척무,14187.500,20.000kg파렛트,15500.000,무,근채류,무,240001
20250514,광주각화,광주원협(공),근채류,무,세척무,5000.000,20.000kg상자,360.000,무,근채류,무,240001
20250514,광주각화,광주원협(공),근채류,무,세척무,5000.000,20.000kg상자,400.000,무,근채류,무,240001
20250515,광주각화,광주중앙청과㈜,근채류,무,봄무,12142.857,20.000kg파렛트,5680.000,무,근채류,무,240001
20250515,광주각화,광주청과㈜,근채류,무,기타무,8800.000,4.000kg파렛트,224.000,무,근채류,무,240001
20250515,광주각화,광주청과㈜,근채류,무,기타무,6600.000,4.000kg파렛트,36.000,무,근채류,무,240001
20250515,광주각화,광주청과㈜,근채류,무,기타무,10100.000,4.000kg파렛트,144.000,무,근채류,무,240001
20250516,광주각화,광주청과㈜,근채류,무,기타무,10777.778,20.000kg파렛트,19320.000,무,근채류,무,240001
20250516,광주각화,광주청과㈜,근채류,무,기타무,22222.222,20.000kg파렛트,10720.000,무,근채류,무,240001
20250516,광주각화,광주청과㈜,근채류,무,기타무,9900.000,4.000kg파렛트,116.000,무,근채류,무,240001
20250516,광주각화,광주중앙청과㈜,근채류,무,봄무,18285.714,20.000kg파렛트,21680.000,무,근채류,무,240001
20250516,광주각화,광주중앙청과㈜,근채류,무,세척무,11142.857,20.000kg파렛트,5840.000,무,근채류,무,240001
20250517,광주각화,광주청과㈜,근채류,무,기타무,13600.000,4.000kg파렛트,60.000,무,근채류,무,240001
20250517,광주각화,광주청과㈜,근채류,무,기타무,11000.000,4.000kg파렛트,24.000,무,근채류,무,240001
20250517,광주각화,광주중앙청과㈜,근채류,무,봄무,12500.000,20.000kg파렛트,5960.000,무,근채류,무,240001
20250517,광주각화,광주중앙청과㈜,근채류,무,세척무,9714.286,20.000kg파렛트,5820.000,무,근채류,무,240001
20250517,광주각화,광주중앙청과㈜,근채류,무,세척무,14000.000,20.000kg파렛트,10740.000,무,근채류,무,240001
20250519,광주각화,광주청과㈜,근채류,무,기타무,13000.000,20.000kg파렛트,9720.000,무,근채류,무,240001
20250519,광주각화,광주청과㈜,근채류,무,기타무,23300.000,20.000kg파렛트,10800.000,무,근채류,무,240001
20250519,광주각화,광주청과㈜,근채류,무,기타무,11150.000,4.000kg파렛트,268.000,무,근채류,무,240001
20250519,광주각화,광주원협(공),근채류,무,세척무,13575.000,20.000kg파렛트,4320.000,무,근채류,무,240001
20250519,광주각화,광주원협(공),근채류,무,세척무,14366.667,20.000kg파렛트,3240.000,무,근채류,무,240001
20250519,광주각화,광주청과㈜,근채류,무,기타무,13000.000,20.000kg파렛트,9720.000,무,근채류,무,240001
20250519,광주각화,광주청과㈜,근채류,무,기타무,23300.000,20.000kg파렛트,10800.000,무,근채류,무,240001
20250519,광주각화,광주청과㈜,근채류,무,기타무,11150.000,4.000kg파렛트,268.000,무,근채류,무,240001
20250519,광주각화,광주원협(공),근채류,무,세척무,13575.000,20.000kg파렛트,4320.000,무,근채류,무,240001
20250519,광주각화,광주원협(공),근채류,무,세척무,14366.667,20.000kg파렛트,3240.000,무,근채류,무,240001
20250520,광주각화,광주청과㈜,근채류,무,기타무,8800.000,4.000kg파렛트,288.000,무,근채류,무,240001
20250520,광주각화,광주청과㈜,근채류,무,기타무,6875.000,20.000kg상자,2000.000,무,근채류,무,240001
20250520,광주각화,광주청과㈜,근채류,무,기타무,13000.000,20.000kg파렛트,9720.000,무,근채류,무,240001
20250102,춘천,춘천원협(공),근채류,무,기타무,23610,20kg 상자,2160,무,근채류,무,320101
20250102,춘천,춘천원협(공),근채류,무,기타무,33400,20kg 상자,340,무,근채류,무,320101
20250102,춘천,춘천원협(공),근채류,무,기타무,32145,20kg 상자,640,무,근채류,무,320101
20250102,춘천,춘천원협(공),근채류,무,기타무,23630,20kg 상자,960,무,근채류,무,320101
20250103,춘천,춘천원협(공),근채류,무,기타무,37500,20kg 상자,140,무,근채류,무,320101
20250103,춘천,춘천원협(공),근채류,무,기타무,37470,20kg 상자,720,무,근채류,무,320101
20250104,춘천,춘천원협(공),근채류,무,기타무,40500,20kg 상자,320,무,근채류,무,320101
20250104,춘천,춘천원협(공),근채류,무,기타무,29470,20kg 상자,3720,무,근채류,무,320101
20250106,춘천,춘천원협(공),근채류,무,기타무,35320,20kg 상자,1080,무,근채류,무,320101
20250107,춘천,춘천원협(공),근채류,무,기타무,35400,20kg 상자,460,무,근채류,무,320101
20250107,춘천,춘천원협(공),근채류,무,기타무,25750,20kg 상자,1280,무,근채류,무,320101
20250108,춘천,춘천원협(공),근채류,무,기타무,33400,20kg 상자,40,무,근채류,무,320101
20250108,춘천,춘천원협(공),근채류,무,기타무,25750,20kg 상자,1680,무,근채류,무,320101
20250109,춘천,춘천원협(공),근채류,무,기타무,31350,20kg 상자,720,무,근채류,무,320101
20250109,춘천,춘천원협(공),근채류,무,기타무,31100,20kg 상자,240,무,근채류,무,320101
20250110,춘천,춘천원협(공),근채류,무,기타무,32400,20kg 상자,700,무,근채류,무,320101
20250110,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31600,20kg 상자,380,무,근채류,무,320101
20250110,춘천,춘천중앙청과㈜,근채류,무,소궁기무,11000,20kg 파렛트,500,무,근채류,무,320101
20250111,춘천,춘천원협(공),근채류,무,기타무,26015,20kg 상자,2400,무,근채류,무,320101
20250111,춘천,춘천중앙청과㈜,근채류,무,소궁기무,34400,20kg 상자,120,무,근채류,무,320101
20250111,춘천,춘천원협(공),근채류,무,기타무,30800,20kg 상자,700,무,근채류,무,320101
20250113,춘천,춘천원협(공),근채류,무,기타무,31350,20kg 상자,60,무,근채류,무,320101
20250113,춘천,춘천원협(공),근채류,무,기타무,21490,20kg 상자,1080,무,근채류,무,320101
20250113,춘천,춘천중앙청과㈜,근채류,무,소궁기무,15000,20kg 파렛트,800,무,근채류,무,320101
20250113,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200,20kg 파렛트,480,무,근채류,무,320101
20250113,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200,20kg 상자,100,무,근채류,무,320101
20250114,춘천,춘천원협(공),근채류,무,기타무,21380,20kg 상자,1080,무,근채류,무,320101
20250114,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200,20kg 상자,140,무,근채류,무,320101
20250114,춘천,춘천원협(공),근채류,무,기타무,23100,20kg 상자,1080,무,근채류,무,320101
20250115,춘천,춘천원협(공),근채류,무,무말랭이,12200,1kg 비닐봉지,8,무,근채류,무,320101
20250115,춘천,춘천원협(공),근채류,무,기타무,33400,20kg 상자,120,무,근채류,무,320101
20250115,춘천,춘천원협(공),근채류,무,기타무,23100,20kg 상자,1080,무,근채류,무,320101
20250115,춘천,춘천원협(공),근채류,무,기타무,21380,20kg 상자,1080,무,근채류,무,320101
20250115,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200,20kg 상자,100,무,근채류,무,320101
20250116,춘천,춘천원협(공),근채류,무,기타무,28945,20kg 상자,2760,무,근채류,무,320101
20250116,춘천,춘천원협(공),근채류,무,기타무,21390,20kg 상자,1080,무,근채류,무,320101
20250117,춘천,춘천원협(공),근채류,무,기타무,32150,20kg 상자,240,무,근채류,무,320101
20250118,춘천,춘천원협(공),근채류,무,기타무,20320,20kg 상자,1080,무,근채류,무,320101
20250118,춘천,춘천원협(공),근채류,무,기타무,31350,20kg 상자,100,무,근채류,무,320101
20250118,춘천,춘천원협(공),근채류,무,기타무,21270,20kg 상자,4320,무,근채류,무,320101
20250120,춘천,춘천원협(공),근채류,무,기타무,23900,20kg 상자,120,무,근채류,무,320101
20250120,춘천,춘천원협(공),근채류,무,기타무,25750,20kg 상자,2960,무,근채류,무,320101
20250120,춘천,춘천원협(공),근채류,무,기타무,20840,20kg 상자,6480,무,근채류,무,320101
20250120,춘천,춘천원협(공),근채류,무,기타무,20320,20kg 상자,1080,무,근채류,무,320101
20250121,춘천,춘천원협(공),근채류,무,기타무,30100,20kg 상자,220,무,근채류,무,320101
20250121,춘천,춘천원협(공),근채류,무,기타무,18300,20kg 상자,2160,무,근채류,무,320101
20250122,춘천,춘천원협(공),근채류,무,기타무,30100,20kg 상자,60,무,근채류,무,320101
20250122,춘천,춘천원협(공),근채류,무,기타무,22030,20kg 상자,3440,무,근채류,무,320101
20250123,춘천,춘천원협(공),근채류,무,기타무,30100,20kg 상자,40,무,근채류,무,320101
20250123,춘천,춘천원협(공),근채류,무,기타무,23973.333,20kg 상자,2960,무,근채류,무,320101
20250125,춘천,춘천원협(공),근채류,무,무말랭이,14240,1kg 비닐봉지,1,무,근채류,무,320101
20250125,춘천,춘천원협(공),근채류,무,기타무,33400,20kg 상자,100,무,근채류,무,320101
20250125,춘천,춘천원협(공),근채류,무,기타무,19360,20kg 상자,3000,무,근채류,무,320101
20250127,춘천,춘천원협(공),근채류,무,기타무,33400,20kg 상자,40,무,근채류,무,320101
20250127,춘천,춘천원협(공),근채류,무,기타무,19360,20kg 상자,2160,무,근채류,무,320101
20250128,춘천,춘천원협(공),근채류,무,기타무,17440,20kg 상자,3240,무,근채류,무,320101
20250201,춘천,춘천원협(공),근채류,무,기타무,32300,20kg 상자,240,무,근채류,무,320101
20250203,춘천,춘천원협(공),근채류,무,기타무,31790,20kg 상자,800,무,근채류,무,320101
20250203,춘천,춘천원협(공),근채류,무,기타무,21500,20kg 상자,1080,무,근채류,무,320101
20250204,춘천,춘천원협(공),근채류,무,기타무,21500,20kg 상자,1080,무,근채류,무,320101
20250206,춘천,춘천원협(공),근채류,무,기타무,31592.5,20kg 상자,3520,무,근채류,무,320101
20250206,춘천,춘천원협(공),근채류,무,기타무,36500,20kg 상자,140,무,근채류,무,320101
20250208,춘천,춘천원협(공),근채류,무,기타무,36500,20kg 상자,180,무,근채류,무,320101
20250208,춘천,춘천원협(공),근채류,무,기타무,27330,20kg 상자,3240,무,근채류,무,320101
20250210,춘천,춘천원협(공),근채류,무,기타무,33400,20kg 상자,120,무,근채류,무,320101
20250210,춘천,춘천원협(공),근채류,무,기타무,33195,20kg 상자,240,무,근채류,무,320101
20250210,춘천,춘천원협(공),근채류,무,기타무,25740,20kg 상자,2160,무,근채류,무,320101
20250211,춘천,춘천원협(공),근채류,무,기타무,27870,20kg 상자,1080,무,근채류,무,320101
20250211,춘천,춘천원협(공),근채류,무,기타무,23610,20kg 상자,4320,무,근채류,무,320101
20250211,춘천,춘천원협(공),근채류,무,기타무,37440,20kg 상자,480,무,근채류,무,320101
20250211,춘천,춘천원협(공),근채류,무,기타무,38600,20kg 상자,180,무,근채류,무,320101
20250213,춘천,춘천원협(공),근채류,무,기타무,37600,20kg 상자,100,무,근채류,무,320101
20250213,춘천,춘천원협(공),근채류,무,기타무,36400,20kg 상자,200,무,근채류,무,320101
20250213,춘천,춘천원협(공),근채류,무,기타무,24680,20kg 상자,2120,무,근채류,무,320101
20250214,춘천,춘천원협(공),근채류,무,기타무,28930,20kg 상자,2160,무,근채류,무,320101
20250214,춘천,춘천원협(공),근채류,무,기타무,36500,20kg 상자,20,무,근채류,무,320101
20250214,춘천,춘천원협(공),근채류,무,기타무,37440,20kg 상자,120,무,근채류,무,320101
20250215,춘천,춘천원협(공),근채류,무,기타무,26800,20kg 상자,5400,무,근채류,무,320101
20250215,춘천,춘천원협(공),근채류,무,기타무,35500,20kg 상자,40,무,근채류,무,320101
20250217,춘천,춘천원협(공),근채류,무,기타무,27870,20kg 상자,2160,무,근채류,무,320101
20250218,춘천,춘천원협(공),근채류,무,기타무,31060,20kg 상자,720,무,근채류,무,320101
20250218,춘천,춘천원협(공),근채류,무,기타무,21480,20kg 상자,3240,무,근채류,무,320101
20250218,춘천,춘천원협(공),근채류,무,무말랭이,14240,1kg 비닐봉지,4,무,근채류,무,320101
20250218,춘천,춘천원협(공),근채류,무,기타무,32400,20kg 상자,140,무,근채류,무,320101
20250219,춘천,춘천원협(공),근채류,무,기타무,31400,20kg 상자,120,무,근채류,무,320101
20250220,춘천,춘천원협(공),근채류,무,무말랭이,13000,1kg 비닐봉지,2,무,근채류,무,320101
20250220,춘천,춘천원협(공),근채류,무,기타무,21480,20kg 상자,2160,무,근채류,무,320101
20250220,춘천,춘천원협(공),근채류,무,기타무,31350,20kg 상자,80,무,근채류,무,320101
20250220,춘천,춘천원협(공),근채류,무,기타무,32130,20kg 상자,240,무,근채류,무,320101
20250221,춘천,춘천원협(공),근채류,무,기타무,30250,20kg 상자,140,무,근채류,무,320101
20250221,춘천,춘천원협(공),근채류,무,기타무,32120,20kg 상자,480,무,근채류,무,320101
20250221,춘천,춘천원협(공),근채류,무,기타무,21480,20kg 상자,2440,무,근채류,무,320101
20250226,춘천,춘천원협(공),근채류,무,기타무,33400,20kg 상자,140,무,근채류,무,320101
20250226,춘천,춘천중앙청과㈜,근채류,무,소궁기무,25000,20kg 파렛트,800,무,근채류,무,320101
20250226,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200,20kg 상자,500,무,근채류,무,320101
20250227,춘천,춘천중앙청과㈜,근채류,무,소궁기무,12000,20kg 파렛트,800,무,근채류,무,320101
20250227,춘천,춘천원협(공),근채류,무,기타무,34450,20kg 상자,140,무,근채류,무,320101
20250227,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200,20kg 상자,220,무,근채류,무,320101
20250228,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200,20kg 상자,300,무,근채류,무,320101
20250228,춘천,춘천중앙청과㈜,근채류,무,소궁기무,12000,20kg 파렛트,400,무,근채류,무,320101
20250228,춘천,춘천원협(공),근채류,무,기타무,21480,20kg 상자,1000,무,근채류,무,320101
20250228,춘천,춘천원협(공),근채류,무,기타무,33400,20kg 상자,40,무,근채류,무,320101
20250228,춘천,춘천원협(공),근채류,무,기타무,34250,20kg 상자,720,무,근채류,무,320101
20250301,춘천,춘천원협(공),근채류,무,기타무,34450,20kg 상자,100,무,근채류,무,320101
20250301,춘천,춘천원협(공),근채류,무,기타무,33725,20kg 상자,600,무,근채류,무,320101
20250301,춘천,춘천중앙청과㈜,근채류,무,소궁기무,32770,20kg 상자,580,무,근채류,무,320101
20250301,춘천,춘천원협(공),근채류,무,기타무,26810,20kg 상자,200,무,근채류,무,320101
20250301,춘천,춘천원협(공),근채류,무,기타무,35320,20kg 상자,1080,무,근채류,무,320101
20250303,춘천,춘천중앙청과㈜,근채류,무,소궁기무,12000,20kg 파렛트,500,무,근채류,무,320101
20250303,춘천,춘천중앙청과㈜,근채류,무,소궁기무,32250,20kg 상자,280,무,근채류,무,320101
20250304,춘천,춘천중앙청과㈜,근채류,무,소궁기무,34380,20kg 상자,500,무,근채류,무,320101
20250304,춘천,춘천원협(공),근채류,무,기타무,31070,20kg 상자,1080,무,근채류,무,320101
20250305,춘천,춘천원협(공),근채류,무,기타무,36500.000,20.000kg상자,40.000,무,근채류,무,320101
20250306,춘천,춘천원협(공),근채류,무,기타무,38600.000,20.000kg상자,180.000,무,근채류,무,320101
20250306,춘천,춘천원협(공),근채류,무,기타무,37086.667,20.000kg상자,1720.000,무,근채류,무,320101
20250306,춘천,춘천원협(공),근채류,무,기타무,35310.000,20.000kg상자,1000.000,무,근채류,무,320101
20250306,춘천,춘천원협(공),근채류,무,기타무,28930.000,20.000kg상자,2160.000,무,근채류,무,320101
20250307,춘천,춘천중앙청과㈜,근채류,무,소궁기무,12000.000,20.000kg파렛트,200.000,무,근채류,무,320101
20250307,춘천,춘천원협(공),근채류,무,기타무,39570.000,20.000kg상자,480.000,무,근채류,무,320101
20250307,춘천,춘천원협(공),근채류,무,기타무,28930.000,20.000kg상자,1080.000,무,근채류,무,320101
20250307,춘천,춘천중앙청과㈜,근채류,무,무말랭이,15000.000,1.000kg상자,1.000,무,근채류,무,320101
20250307,춘천,춘천중앙청과㈜,근채류,무,소궁기무,36400.000,20.000kg상자,140.000,무,근채류,무,320101
20250308,춘천,춘천원협(공),근채류,무,기타무,36500.000,20.000kg상자,140.000,무,근채류,무,320101
20250308,춘천,춘천중앙청과㈜,근채류,무,소궁기무,33306.667,20.000kg상자,480.000,무,근채류,무,320101
20250308,춘천,춘천원협(공),근채류,무,기타무,26800.000,20.000kg상자,600.000,무,근채류,무,320101
20250310,춘천,춘천중앙청과㈜,근채류,무,소궁기무,34400.000,20.000kg상자,180.000,무,근채류,무,320101
20250310,춘천,춘천원협(공),근채류,무,기타무,24670.000,20.000kg상자,6360.000,무,근채류,무,320101
20250310,춘천,춘천원협(공),근채류,무,기타무,25740.000,20.000kg상자,2160.000,무,근채류,무,320101
20250310,춘천,춘천원협(공),근채류,무,기타무,33400.000,20.000kg상자,60.000,무,근채류,무,320101
20250310,춘천,춘천원협(공),근채류,무,기타무,31050.000,20.000kg상자,240.000,무,근채류,무,320101
20250311,춘천,춘천원협(공),근채류,무,기타무,33400.000,20.000kg상자,180.000,무,근채류,무,320101
20250311,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200.000,20.000kg상자,540.000,무,근채류,무,320101
20250311,춘천,춘천원협(공),근채류,무,기타무,22550.000,20.000kg상자,2160.000,무,근채류,무,320101
20250311,춘천,춘천중앙청과㈜,근채류,무,소궁기무,12000.000,20.000kg파렛트,600.000,무,근채류,무,320101
20250312,춘천,춘천중앙청과㈜,근채류,무,소궁기무,30000.000,20.000kg파렛트,400.000,무,근채류,무,320101
20250312,춘천,춘천원협(공),근채류,무,기타무,26800.000,20.000kg상자,200.000,무,근채류,무,320101
20250312,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200.000,20.000kg상자,140.000,무,근채류,무,320101
20250312,춘천,춘천원협(공),근채류,무,기타무,32350.000,20.000kg상자,220.000,무,근채류,무,320101
20250312,춘천,춘천원협(공),근채류,무,기타무,31590.000,20.000kg상자,600.000,무,근채류,무,320101
20250313,춘천,춘천원협(공),근채류,무,기타무,31300.000,20.000kg상자,40.000,무,근채류,무,320101
20250313,춘천,춘천원협(공),근채류,무,기타무,28930.000,20.000kg상자,240.000,무,근채류,무,320101
20250314,춘천,춘천원협(공),근채류,무,기타무,30300.000,20.000kg상자,20.000,무,근채류,무,320101
20250314,춘천,춘천원협(공),근채류,무,기타무,31060.000,20.000kg상자,480.000,무,근채류,무,320101
20250314,춘천,춘천원협(공),근채류,무,기타무,26800.000,20.000kg상자,1080.000,무,근채류,무,320101
20250315,춘천,춘천원협(공),근채류,무,기타무,29200.000,20.000kg상자,20.000,무,근채류,무,320101
20250315,춘천,춘천원협(공),근채류,무,기타무,28930.000,20.000kg상자,240.000,무,근채류,무,320101
20250315,춘천,춘천원협(공),근채류,무,기타무,21470.000,20.000kg상자,3180.000,무,근채류,무,320101
20250317,춘천,춘천원협(공),근채류,무,기타무,29200.000,20.000kg상자,60.000,무,근채류,무,320101
20250318,춘천,춘천원협(공),근채류,무,기타무,29200.000,20.000kg상자,40.000,무,근채류,무,320101
20250318,춘천,춘천원협(공),근채류,무,기타무,31060.000,20.000kg상자,480.000,무,근채류,무,320101
20250319,춘천,춘천원협(공),근채류,무,기타무,29200.000,20.000kg상자,160.000,무,근채류,무,320101
20250319,춘천,춘천원협(공),근채류,무,기타무,31060.000,20.000kg상자,240.000,무,근채류,무,320101
20250321,춘천,춘천원협(공),근채류,무,기타무,21470.000,20.000kg상자,2160.000,무,근채류,무,320101
20250321,춘천,춘천원협(공),근채류,무,기타무,30300.000,20.000kg상자,140.000,무,근채류,무,320101
20250321,춘천,춘천원협(공),근채류,무,기타무,31060.000,20.000kg상자,480.000,무,근채류,무,320101
20250322,춘천,춘천중앙청과㈜,근채류,무,소궁기무,12000.000,20.000kg파렛트,640.000,무,근채류,무,320101
20250322,춘천,춘천원협(공),근채류,무,기타무,30350.000,20.000kg상자,140.000,무,근채류,무,320101
20250322,춘천,춘천원협(공),근채류,무,기타무,29980.000,20.000kg상자,120.000,무,근채류,무,320101
20250324,춘천,춘천중앙청과㈜,근채류,무,소궁기무,29160.000,20.000kg상자,500.000,무,근채류,무,320101
20250324,춘천,춘천원협(공),근채류,무,기타무,27720.000,20.000kg상자,1080.000,무,근채류,무,320101
20250324,춘천,춘천중앙청과㈜,근채류,무,소궁기무,12000.000,20.000kg파렛트,300.000,무,근채류,무,320101
20250324,춘천,춘천중앙청과㈜,근채류,무,소궁기무,28000.000,20.000kg파렛트,400.000,무,근채류,무,320101
20250324,춘천,춘천원협(공),근채류,무,기타무,31000.000,20.000kg상자,60.000,무,근채류,무,320101
20250325,춘천,춘천중앙청과㈜,근채류,무,소궁기무,12000.000,20.000kg파렛트,320.000,무,근채류,무,320101
20250325,춘천,춘천원협(공),근채류,무,기타무,32350.000,20.000kg상자,60.000,무,근채류,무,320101
20250325,춘천,춘천원협(공),근채류,무,기타무,31590.000,20.000kg상자,480.000,무,근채류,무,320101
20250325,춘천,춘천중앙청과㈜,근채류,무,소궁기무,30506.667,20.000kg상자,260.000,무,근채류,무,320101
20250326,춘천,춘천원협(공),근채류,무,기타무,31350.000,20.000kg상자,120.000,무,근채류,무,320101
20250326,춘천,춘천원협(공),근채류,무,기타무,28800.000,20.000kg상자,600.000,무,근채류,무,320101
20250326,춘천,춘천중앙청과㈜,근채류,무,소궁기무,29160.000,20.000kg상자,480.000,무,근채류,무,320101
20250327,춘천,춘천중앙청과㈜,근채류,무,소궁기무,29200.000,20.000kg상자,160.000,무,근채류,무,320101
20250327,춘천,춘천중앙청과㈜,근채류,무,소궁기무,12000.000,20.000kg파렛트,300.000,무,근채류,무,320101
20250328,춘천,춘천중앙청과㈜,근채류,무,소궁기무,12000.000,20.000kg파렛트,340.000,무,근채류,무,320101
20250328,춘천,춘천원협(공),근채류,무,기타무,15090.000,20.000kg상자,5400.000,무,근채류,무,320101
20250328,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200.000,20.000kg상자,180.000,무,근채류,무,320101
20250328,춘천,춘천원협(공),근채류,무,기타무,30300.000,20.000kg상자,100.000,무,근채류,무,320101
20250328,춘천,춘천원협(공),근채류,무,기타무,31050.000,20.000kg상자,480.000,무,근채류,무,320101
20250329,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200.000,20.000kg상자,460.000,무,근채류,무,320101
20250329,춘천,춘천원협(공),근채류,무,기타무,32350.000,20.000kg상자,200.000,무,근채류,무,320101
20250329,춘천,춘천원협(공),근채류,무,기타무,22000.000,20.000kg상자,80.000,무,근채류,무,320101
20250331,춘천,춘천원협(공),근채류,무,기타무,32400.000,20.000kg상자,20.000,무,근채류,무,320101
20250331,춘천,춘천원협(공),근채류,무,기타무,28790.000,20.000kg상자,1080.000,무,근채류,무,320101
20250331,춘천,춘천중앙청과㈜,근채류,무,소궁기무,32460.000,20.000kg상자,600.000,무,근채류,무,320101
20250331,춘천,춘천중앙청과㈜,근채류,무,소궁기무,12000.000,20.000kg파렛트,360.000,무,근채류,무,320101
20250401,춘천,춘천원협(공),근채류,무,기타무,31400.000,20.000kg상자,120.000,무,근채류,무,320101
20250401,춘천,춘천원협(공),근채류,무,기타무,30000.000,20.000kg상자,240.000,무,근채류,무,320101
20250401,춘천,춘천중앙청과㈜,근채류,무,소궁기무,31200.000,20.000kg상자,20.000,무,근채류,무,320101
20250402,춘천,춘천원협(공),근채류,무,기타무,30300.000,20.000kg상자,160.000,무,근채류,무,320101
