date,cabbage,radish,garlic,onion,daikon,cilantro,artichoke,cabbage_pred_Ridge,radish_pred_Ridge,garlic_pred_Ridge,onion_pred_Ridge,daikon_pred_Ridge,cilantro_pred_Ridge,artichoke_pred_Ridge,cabbage_pred_RandomForestRegressor,radish_pred_RandomForestRegressor,garlic_pred_RandomForestRegressor,onion_pred_RandomForestRegressor,daikon_pred_RandomForestRegressor,cilantro_pred_RandomForestRegressor,artichoke_pred_RandomForestRegressor,cabbage_pred_LGBM,radish_pred_LGBM,garlic_pred_LGBM,onion_pred_LGBM,daikon_pred_LGBM,cilantro_pred_LGBM,artichoke_pred_LGBM,cabbage_pred_XGBoost,radish_pred_XGBoost,garlic_pred_XGBoost,onion_pred_XGBoost,daikon_pred_XGBoost,cilantro_pred_XGBoost,artichoke_pred_XGBoost,cabbage_pred_MLP,radish_pred_MLP,garlic_pred_MLP,onion_pred_MLP,daikon_pred_MLP,cilantro_pred_MLP,artichoke_pred_MLP
2022-04-09,2801.59,585.59,5755.31,495.07,830.64,7348.41,7361.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-10,2801.59,585.59,5755.31,495.07,830.64,7348.41,7361.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-11,2461.87,427.6,4609.39,549.71,866.2,7431.85,7265.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12,2871.34,680.93,5326.11,571.77,863.22,6160.51,7432.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-13,2409.3,388.65,5271.94,910.85,943.0,6525.51,6789.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-14,3358.4,643.35,4620.35,566.37,919.75,5780.21,6603.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-15,3429.78,737.1,5613.21,594.09,906.99,5101.73,5908.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-16,2964.9,577.19,4538.65,649.6,866.86,4354.41,5257.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-17,2964.9,577.19,4538.65,649.6,866.86,4354.41,5257.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-18,3472.35,640.73,3006.22,588.28,866.17,4729.76,5660.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-19,2499.39,432.45,4209.93,552.53,927.92,5065.14,5468.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20,2972.76,713.61,4066.91,586.48,985.88,4585.4,6447.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21,3200.0,432.68,3851.78,687.33,1033.99,4303.3,5845.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22,3731.25,673.37,4541.58,774.9,970.34,4329.54,6480.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-23,3408.73,451.12,4922.95,648.07,956.2,4270.95,6905.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-24,3408.73,451.12,4922.95,648.07,956.2,4270.95,6905.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,2839.69,644.46,4349.21,716.65,1057.64,5290.83,7396.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26,1917.88,485.74,4617.27,699.73,1189.19,4694.28,6941.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27,2789.71,718.36,3889.37,629.48,1119.82,4649.34,5410.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28,2249.48,543.84,4244.72,669.98,1171.44,4621.22,6344.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29,3052.71,798.33,4878.81,723.93,1134.43,4429.8,5678.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,2333.47,923.66,4097.96,602.08,1101.34,4000.39,5491.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01,2333.47,923.66,8100.0,602.08,1101.34,4000.39,5491.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02,2117.92,1094.02,4227.04,648.11,1224.14,4472.17,6469.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-03,1972.07,604.3,5320.94,629.24,1227.13,4436.49,5422.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-04,1818.37,552.94,5009.35,740.71,1276.67,3462.75,5956.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05,2324.51,682.19,4155.59,630.79,1257.34,4878.23,7779.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06,2436.71,1273.57,5017.58,577.61,1221.28,4677.64,7271.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,3057.83,1573.56,4605.04,544.81,1216.91,5378.17,9166.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-08,3057.83,1573.56,4605.04,544.81,1216.91,5378.17,9166.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,3264.09,786.86,4894.83,608.92,1278.88,6444.88,9665.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,4925.14,824.59,4504.36,611.65,1350.84,5800.38,8620.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11,2239.09,972.46,5359.56,541.26,1169.53,6022.84,9365.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12,2001.58,753.46,5004.79,645.79,1176.85,5977.37,6979.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-13,2400.88,1193.93,5017.45,548.72,1157.24,5906.95,6630.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-14,1920.47,1481.35,4550.61,527.54,1088.53,6365.52,7154.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15,1920.47,1481.35,5440.0,527.54,1088.53,6365.52,7154.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,2321.76,727.34,5393.91,606.22,1406.25,5977.32,5099.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,1739.53,757.91,5512.46,639.39,1312.56,6275.04,5932.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18,4467.22,662.4,5157.59,571.08,1201.82,6548.09,5715.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,2343.1,796.52,4565.35,582.14,1235.04,5306.63,6531.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20,2175.63,793.84,4567.54,596.43,1217.55,5545.94,6378.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-21,1722.93,936.16,4764.94,588.01,1289.16,4911.29,5942.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-22,1722.93,936.16,4764.94,588.01,1289.16,4911.29,5942.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23,1937.77,785.97,5067.62,611.72,1291.93,5329.58,6688.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24,1650.8,747.48,5334.13,606.39,1353.51,4465.47,6403.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25,2473.31,740.26,4709.51,680.89,1299.73,4054.28,6674.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,2743.05,718.0,4694.14,680.81,1486.42,4332.68,5468.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27,1940.43,970.76,4746.35,661.8,1505.49,3647.23,5357.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28,2634.46,1673.86,3904.59,707.57,1440.43,3459.65,4892.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-29,2634.46,1673.86,3904.59,707.57,1440.43,3459.65,4892.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-30,2628.06,811.06,4681.83,747.34,1474.16,4010.48,6042.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,1918.33,972.72,4773.03,984.34,1512.73,3396.07,4876.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,1636.23,768.58,5480.84,940.43,1445.53,3515.49,6237.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02,2590.17,765.73,4642.87,1027.62,1384.86,3784.85,5643.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03,3664.31,608.69,5376.52,980.45,1459.77,3704.22,6395.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-04,2140.31,1429.31,4575.83,999.74,1501.44,4253.03,6158.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-05,2140.31,1429.31,4575.83,999.74,1501.44,4253.03,6158.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-06,2601.94,738.92,4991.29,881.53,1603.41,4435.64,5644.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07,2816.9,1042.48,6249.25,989.04,1662.94,4393.89,5380.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-08,2432.31,910.92,5369.65,1079.39,1556.79,5667.56,5961.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-09,1670.28,1106.12,5749.89,933.29,1806.29,5255.59,5259.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-10,1696.87,770.62,5783.28,937.99,1507.16,5818.74,6303.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-11,1336.33,484.27,5577.08,883.6,1480.62,4308.48,6900.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-12,1336.33,484.27,5577.08,883.6,1480.62,4308.48,6900.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13,1801.63,830.06,5061.98,939.43,1869.69,4740.32,5747.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,2296.08,569.61,5206.69,1080.98,1624.74,5036.85,5539.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-15,2290.59,731.85,5518.75,903.97,1390.9,3620.63,5624.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-16,1923.88,610.99,5729.61,874.25,1327.77,4384.55,4687.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-17,2046.72,821.51,5539.15,1002.68,1224.16,4153.69,5271.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,1538.23,625.18,5899.46,990.53,1588.18,4323.19,4894.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-19,1538.23,625.18,5899.46,990.53,1588.18,4323.19,4894.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-20,2084.49,539.16,5507.81,1046.59,1374.5,4767.54,5585.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-21,2267.36,700.58,5221.49,907.63,1200.57,3991.07,4993.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22,2534.83,708.82,5572.82,1091.06,1387.49,3737.78,4219.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,2041.19,745.64,5620.84,1277.53,1573.8,3890.11,4479.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-24,1984.92,1131.53,5983.81,1051.67,1475.94,3664.85,4806.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-25,2472.85,1201.6,5497.89,933.66,1702.96,3494.7,6323.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-26,2472.85,1201.6,5497.89,933.66,1702.96,3494.7,6323.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-27,2906.6,662.71,5881.35,1005.29,1445.31,3081.12,4719.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-28,2589.08,1220.33,5012.43,1136.74,1507.11,3001.14,4279.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-29,2465.05,770.55,5300.29,1073.5,1555.2,2776.22,4477.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,2911.13,1072.56,5801.91,1020.06,1712.17,2762.17,3876.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,2839.07,830.57,5555.32,925.34,1469.37,2822.02,4628.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-02,3687.77,675.28,5029.32,991.92,1338.62,3143.77,4114.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03,3687.77,675.28,5029.32,991.92,1338.62,3143.77,4114.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,2739.69,1227.83,4723.52,1047.56,1232.22,3115.57,4950.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,2133.16,1003.5,5079.3,1047.52,1411.92,3329.6,6036.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-06,1772.68,1393.32,5931.07,1120.32,1602.66,3705.12,5545.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,3309.05,1543.47,5805.8,1042.67,1312.3,3205.94,6224.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-08,2288.96,986.8,5312.27,1132.25,1285.59,3461.33,5444.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-09,3874.61,1666.0,5011.28,959.67,1509.14,3486.17,6172.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-10,3874.61,1666.0,5011.28,959.67,1509.14,3486.17,6172.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,2910.08,1258.75,5539.77,1039.79,1376.77,3588.85,7779.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2534.03,1236.4,5701.69,1097.56,1690.2,3310.34,6967.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,2374.45,712.12,6482.89,1164.81,1668.26,3405.1,7142.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,2562.99,824.92,6674.49,1124.55,1542.13,2876.51,7588.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-15,2451.97,2282.51,5897.8,1027.24,1529.7,3147.86,6585.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,3296.98,1326.52,5766.45,1042.84,1682.46,2414.43,6500.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-17,3296.98,1326.52,5766.45,1042.84,1682.46,2414.43,6500.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,2545.81,1841.9,5148.65,1106.14,1609.93,2944.21,4553.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,2157.47,677.67,6120.48,1181.66,1925.61,2489.27,5975.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,2807.2,1306.81,5354.19,1110.89,1731.87,2937.16,5329.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,2592.91,1456.18,5640.39,1032.62,1752.76,3227.67,4646.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-22,3060.73,1713.43,5981.16,985.75,1693.67,3084.98,6344.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23,3823.4,1963.57,4955.35,991.11,1797.51,3250.06,6215.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-24,3823.4,1963.57,4955.35,991.11,1797.51,3250.06,6215.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-25,4901.05,994.8,5494.34,1000.41,1596.8,3392.31,5569.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-26,3466.95,1453.6,7058.53,985.08,1884.47,2938.39,4915.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-27,3240.15,1204.35,6137.62,1033.32,1710.87,2974.48,5839.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-28,3229.54,874.69,4941.26,1061.14,1449.68,3794.03,5114.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-29,2579.65,864.22,5477.3,1151.96,1345.56,3365.55,5412.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-30,2992.25,924.08,5531.19,1048.98,1215.86,3460.98,5670.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-31,2992.25,924.08,5531.19,1048.98,1215.86,3460.98,5670.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01,2772.04,1038.06,6093.39,1182.72,1727.2,2862.67,4423.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02,3062.76,998.98,6343.74,1411.01,1545.43,4054.52,4742.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-03,2249.73,1199.1,6810.79,1043.21,1579.77,3930.53,6079.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-04,3480.7,1400.89,6536.77,1029.65,1776.13,3579.05,6203.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-05,3660.98,1233.89,5739.21,1163.1,2080.19,3786.51,5766.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-06,2783.94,820.83,4315.0,868.21,2073.24,2010.24,3461.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-07,2783.94,820.83,4315.0,868.21,2073.24,2010.24,3461.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-08,1951.67,981.01,5054.52,1167.35,1981.42,3495.25,5603.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09,2162.17,1953.01,5245.26,1154.33,2251.85,3317.94,4965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10,3695.39,1091.75,6035.03,1208.74,2304.04,3103.99,5963.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11,2595.52,1055.58,7420.45,1228.53,2220.68,3525.78,6874.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12,4698.06,1187.77,8152.8,1250.13,2212.83,3704.25,7164.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,3453.81,2859.95,5710.67,1197.27,1843.82,3709.93,7036.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-14,3453.81,2859.95,5710.67,1197.27,1843.82,3709.93,7036.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-15,2757.8,801.1,6660.89,1121.32,1657.91,3890.84,6552.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-16,3484.88,761.09,6036.44,1312.62,1774.32,3880.25,7315.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-17,3504.28,918.59,6142.26,1199.82,1962.93,3304.1,7431.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-18,2130.53,1118.9,6393.37,1241.02,1799.26,3709.11,6815.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-19,2881.28,1709.67,5586.79,1293.99,1840.59,3810.46,9581.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-20,4275.65,2659.43,5970.75,1114.89,1924.48,3997.55,8242.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-21,4275.65,2659.43,5970.75,1114.89,1924.48,3997.55,8242.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-22,2567.48,1075.37,5184.12,1237.79,1672.8,3930.76,9083.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-23,3109.51,2022.59,6069.43,1604.34,1540.89,3751.51,7461.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-24,3150.25,1496.97,6599.43,1241.09,1358.25,4098.26,7045.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-25,2821.21,1244.82,6244.26,1548.77,1334.48,3890.72,8440.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26,3381.82,2743.95,6161.38,1130.34,1438.43,3761.68,10007.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,3245.87,1917.62,5001.2,1145.88,1577.33,3528.25,11255.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-28,3245.87,1917.62,5001.2,1145.88,1577.33,3528.25,11255.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-29,2963.58,1781.67,6036.6,1153.56,1685.31,3928.02,9796.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30,3146.08,996.31,5475.97,1203.5,1528.31,4063.18,10614.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-31,4028.38,1334.46,7082.66,1207.24,1850.99,3918.79,11039.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,4038.7,1420.01,6145.47,1253.07,2037.81,4146.18,11471.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-02,3122.82,1308.09,6031.03,1178.01,1933.87,4074.9,12374.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,3101.18,1245.09,5451.01,1214.75,2014.47,3425.22,13988.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,1285.71,1689.19,5451.01,1214.75,1184.69,3425.22,13988.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-05,4193.5,1525.24,5707.8,1314.99,2201.27,3805.55,13187.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-06,3994.68,1391.61,6589.15,1335.82,1707.44,3915.17,8788.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-07,3186.55,1616.04,6595.52,1284.31,1691.2,4091.76,10640.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08,3085.89,1065.88,6582.3,1384.34,1722.65,4091.73,8890.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09,3491.45,719.31,6436.47,1224.48,1417.75,2818.1,6384.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-10,3491.45,719.31,6436.47,1224.48,1417.75,2818.1,6384.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,3491.45,719.31,6436.47,1224.48,1417.75,2818.1,6384.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,3491.45,825.0,6436.47,1224.48,2000.0,2818.1,4033.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,2860.77,1104.36,6632.1,1355.09,1626.05,3401.14,9560.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,3469.46,996.67,7063.87,1283.61,1391.93,3998.39,7560.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,2963.62,1053.58,6138.1,1296.88,1596.77,4314.4,6852.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-16,3024.82,1156.67,5865.05,1211.34,1834.03,4210.41,9099.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-17,3410.33,969.45,5873.94,1256.0,1368.99,3808.74,8002.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-18,3410.33,969.45,5873.94,1256.0,1368.99,3808.74,8002.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19,3168.2,1134.54,6015.98,1229.58,1527.63,3207.91,7423.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20,2801.77,1284.18,5993.15,1349.99,1483.97,4690.77,6840.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21,2701.88,1167.31,6253.19,1216.58,1596.29,5054.19,9008.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22,2234.72,1237.68,6230.11,1316.73,1550.17,5196.19,7741.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23,2180.52,1671.25,5321.6,1247.94,1710.0,4903.05,8795.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-24,3249.45,1341.63,5726.93,1164.26,1632.26,4926.3,7753.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-25,3249.45,1341.63,5726.93,1164.26,1632.26,4926.3,7753.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26,3480.98,1325.71,5928.65,1170.62,1802.34,5049.81,8402.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27,2911.49,1320.99,6671.91,1340.71,1718.06,4771.01,9391.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28,2155.89,1464.02,5888.08,1252.33,1595.83,5531.02,7987.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29,3381.1,1369.97,6564.95,1301.99,1653.25,5233.22,9141.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30,2478.44,1612.11,6316.92,1389.28,1496.06,6036.81,8252.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,2384.97,1413.9,5857.05,1015.88,1838.55,6523.39,7908.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-02,2384.97,1413.9,5857.05,1015.88,1838.55,6523.39,7908.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
